Key,Base,Language,Translation
"setting_shizuku_installer_preset_fdroid","F-Droid","vi","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","vi","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","vi","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","vi","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","vi","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","vi","Universal Installer"
"setting_github_title","GitHub","vi","GitHub"
"setting_telegram_title","Telegram","vi","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","vi","universal-installer.pwhs.app"
"setting_rate_title","Rate App","vi","Đánh giá ứng dụng"
"about_creator_subtitle","Pass With High Score","vi","Pass With High Score"
"about_license_subtitle","GNU GPL v3","vi","GNU GPL v3"
"about_btn_ok","OK","vi","OK"
"installer_mode_shizuku","Shizuku","vi","Shizuku"
"installer_mode_root","Root","vi","Root"
"tv_sync_screen_title","Send to TV","vi","Gửi tới TV"
"tv_sync_hero_title","Send an app to your TV","vi","Gửi ứng dụng tới TV của bạn"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","vi","Trên TV, mở Universal Installer → Cài đặt, sau đó quét mã QR hiển thị ở đó."
"tv_sync_btn_scan","Scan TV QR","vi","Quét mã QR trên TV"
"tv_sync_prompt_scan","Scan the QR on your TV","vi","Quét mã QR trên TV của bạn"
"tv_sync_status_connected","Connected to %1$s","vi","Đã kết nối với %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","vi","Chọn APK để gửi"
"tv_sync_btn_rescan","Scan a different TV","vi","Quét một TV khác"
"tv_sync_status_sending","Sending…","vi","Đang gửi…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","vi","Đã gửi ✓ — xác nhận cài đặt trên TV của bạn"
"tv_sync_status_failed","Failed: %1$s","vi","Thất bại: %1$s"
"sync_storage_permission_title","Storage Permission Required","vi","Yêu cầu quyền bộ nhớ"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","vi","Máy chủ đồng bộ cần toàn quyền truy cập bộ nhớ để chia sẻ và quản lý tệp APK. Vui lòng cấp quyền ""Cấp quyền truy cập tất cả các tệp"" trong Cài đặt."
"sync_open_settings","Open Settings","vi","Mở Cài đặt"
"sync_qr_code_title","Scan QR Code","vi","Quét mã QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","vi","Mở camera của bạn và quét mã này để truy cập máy chủ."
"sync_close","Close","vi","Đóng"
"sync_server_offline","Server Offline","vi","Máy chủ ngoại tuyến"
"sync_server_starting","Starting…","vi","Đang khởi động…"
"sync_server_online","Server Online","vi","Máy chủ trực tuyến"
"sync_server_error","Error","vi","Lỗi"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","vi","Chia sẻ tệp APK với các thiết bị khác trên cùng mạng Wi-Fi."
"sync_server_mode","Server Mode","vi","Chế độ máy chủ"
"sync_server_running","Running","vi","Đang chạy"
"sync_server_tap_to_start","Tap to start","vi","Nhấn để bắt đầu"
"sync_server_settings","Server Settings","vi","Cài đặt máy chủ"
"sync_port","Port","vi","Cổng"
"sync_require_pin","Require PIN","vi","Yêu cầu mã PIN"
"sync_require_pin_subtitle","Guard transfers with a password","vi","Bảo vệ việc chuyển tệp bằng mật khẩu"
"sync_pin_code","PIN Code","vi","Mã PIN"
"sync_active_downloads","Active Downloads","vi","Tải xuống đang hoạt động"
"sync_active_downloads_count","%d downloading","vi","Đang tải xuống %d"
"sync_no_active_downloads","No active downloads","vi","Không có tải xuống nào đang hoạt động"
"sync_server_url","Server URL","vi","URL máy chủ"
"sync_active_transfer","Active Transfer","vi","Chuyển tệp đang hoạt động"
"sync_active_transfers_count","Active Transfers (%d)","vi","Chuyển tệp đang hoạt động (%d)"
"sync_add_files_to_share","Add Files to Share","vi","Thêm tệp để chia sẻ"
"sync_shared_files_count","Shared Files (%1$d)","vi","Tệp đã chia sẻ (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","vi","Bật máy chủ để bắt đầu chia sẻ tệp"
"sync_delete_cd","Delete","vi","Xóa"
"sync_percentage","%1$d%%","vi","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","vi","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","vi","Đã thêm %1$d tệp, bỏ qua %2$d tệp không được hỗ trợ"
"sync_toast_added","Added %1$d file(s) to Sync Folder","vi","Đã thêm %1$d tệp vào Thư mục Đồng bộ"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","vi","Không có tệp gói nào được hỗ trợ (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","vi","Sao chép tệp thất bại"
"file_size_gb","%1$.1f GB","vi","%1$.1f GB"
"file_size_mb","%1$.1f MB","vi","%1$.1f MB"
"file_size_kb","%1$.0f KB","vi","%1$.0f KB"
"file_size_b","%1$d B","vi","%1$d B"
"setting_retry_root","Retry Root Probe","vi","Thử lại tìm kiếm Root"
"setting_section_interface","Interface","vi","Giao diện"
"setting_section_security","Security","vi","Bảo mật"
"setting_lock_install_title","Lock Installations","vi","Khóa Cài đặt"
"setting_lock_install_subtitle","Require biometric to confirm install","vi","Yêu cầu sinh trắc học để xác nhận cài đặt"
"setting_lock_uninstall_title","Lock Uninstalls","vi","Khóa Gỡ cài đặt"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","vi","Yêu cầu sinh trắc học để xác nhận gỡ cài đặt"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","vi","Không có sinh trắc học hoặc khóa màn hình nào được thiết lập trên thiết bị này."
"setting_section_sync_short","Sync","vi","Đồng bộ"
"setting_sync_control_panel","Sync Control Panel","vi","Bảng điều khiển đồng bộ"
"setting_section_advanced","Advanced","vi","Nâng cao"
"setting_vt_api_key_title","VirusTotal API Key","vi","Khóa API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","vi","Dán khóa API vào đây…"
"setting_diagnostics_title","Diagnostics","vi","Chẩn đoán"
"setting_installer_package_title","Installer Package","vi","Gói cài đặt"
"backup_settings_title","Backup Settings","vi","Cài đặt sao lưu"
"backup_output_path","Output Path","vi","Đường dẫn xuất"
"backup_filename_template","Filename Template","vi","Mẫu tên tệp"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","vi","Thẻ: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","zh","通用安装器"
"download_notif_running_text","%1$s / %2$s · %3$d%%","zh","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","zh",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","zh","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","zh","%d%%"
"apk_info_version_detail","%1$s (%2$d)","zh","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","zh","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","zh","Google Play 商店"
"setting_shizuku_installer_preset_aurora","Aurora Store","zh","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","zh","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","zh","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","zh","三星应用商店"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","zh","华为应用市场"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","zh","小米应用商店"
"setting_about_app_name","Universal Installer","zh","通用安装器"
"setting_github_title","GitHub","zh","GitHub"
"setting_telegram_title","Telegram","zh","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","zh","universal-installer.pwhs.app"
"setting_rate_title","Rate App","zh","评价应用"
"about_creator_subtitle","Pass With High Score","zh","Pass With High Score"
"about_license_subtitle","GNU GPL v3","zh","GNU GPL v3"
"about_btn_ok","OK","zh","确定"
"installer_mode_shizuku","Shizuku","zh","Shizuku"
"installer_mode_root","Root","zh","Root"
"tv_sync_screen_title","Send to TV","zh","发送到电视"
"tv_sync_hero_title","Send an app to your TV","zh","发送应用到电视"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","zh","在电视上，打开通用安装器 → 安装，然后扫描那里显示的二维码。"
"tv_sync_btn_scan","Scan TV QR","zh","扫描电视二维码"
"tv_sync_prompt_scan","Scan the QR on your TV","zh","扫描电视上的二维码"
"tv_sync_status_connected","Connected to %1$s","zh","已连接到 %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","zh","选择要发送的 APK"
"tv_sync_btn_rescan","Scan a different TV","zh","扫描其他电视"
"tv_sync_status_sending","Sending…","zh","发送中…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","zh","已发送 ✓ — 请在电视上确认安装"
"tv_sync_status_failed","Failed: %1$s","zh","失败：%1$s"
"sync_storage_permission_title","Storage Permission Required","zh","需要存储权限"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","zh","同步服务器需要完全访问存储权限才能共享和管理 APK 文件。请在设置中授予“所有文件访问权限”。"
"sync_open_settings","Open Settings","zh","打开设置"
"sync_qr_code_title","Scan QR Code","zh","扫描二维码"
"sync_qr_code_message","Open your camera and scan this code to access the server.","zh","打开您的相机并扫描此代码以访问服务器。"
"sync_close","Close","zh","关闭"
"sync_server_offline","Server Offline","zh","服务器离线"
"sync_server_starting","Starting…","zh","正在启动…"
"sync_server_online","Server Online","zh","服务器在线"
"sync_server_error","Error","zh","错误"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","zh","将 APK 文件共享到同一 Wi-Fi 网络上的其他设备。"
"sync_server_mode","Server Mode","zh","服务器模式"
"sync_server_running","Running","zh","运行中"
"sync_server_tap_to_start","Tap to start","zh","点击开始"
"sync_server_settings","Server Settings","zh","服务器设置"
"sync_port","Port","zh","端口"
"sync_require_pin","Require PIN","zh","需要 PIN 码"
"sync_require_pin_subtitle","Guard transfers with a password","zh","使用密码保护传输"
"sync_pin_code","PIN Code","zh","PIN 码"
"sync_active_downloads","Active Downloads","zh","活动的下载"
"sync_active_downloads_count","%d downloading","zh","%d 个正在下载"
"sync_no_active_downloads","No active downloads","zh","没有活动的下载"
"sync_server_url","Server URL","zh","服务器 URL"
"sync_active_transfer","Active Transfer","zh","活动的传输"
"sync_active_transfers_count","Active Transfers (%d)","zh","活动的传输 (%d)"
"sync_add_files_to_share","Add Files to Share","zh","添加要分享的文件"
"sync_shared_files_count","Shared Files (%1$d)","zh","已分享的文件 (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","zh","打开服务器以开始分享文件"
"sync_delete_cd","Delete","zh","删除"
"sync_percentage","%1$d%%","zh","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","zh","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","zh","添加了 %1$d 个文件，跳过了 %2$d 个不受支持的文件"
"sync_toast_added","Added %1$d file(s) to Sync Folder","zh","已将 %1$d 个文件添加到同步文件夹"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","zh","未选择受支持的包文件 (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","zh","复制文件失败"
"file_size_gb","%1$.1f GB","zh","%1$.1f GB"
"file_size_mb","%1$.1f MB","zh","%1$.1f MB"
"file_size_kb","%1$.0f KB","zh","%1$.0f KB"
"file_size_b","%1$d B","zh","%1$d B"
"setting_retry_root","Retry Root Probe","zh","重试 Root 检测"
"setting_section_interface","Interface","zh","界面"
"setting_section_security","Security","zh","安全"
"setting_lock_install_title","Lock Installations","zh","锁定安装"
"setting_lock_install_subtitle","Require biometric to confirm install","zh","需要生物识别来确认安装"
"setting_lock_uninstall_title","Lock Uninstalls","zh","锁定卸载"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","zh","需要生物识别来确认卸载"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","zh","此设备上未设置生物识别或设备锁定。"
"setting_section_sync_short","Sync","zh","同步"
"setting_sync_control_panel","Sync Control Panel","zh","同步控制面板"
"setting_section_advanced","Advanced","zh","高级"
"setting_vt_api_key_title","VirusTotal API Key","zh","VirusTotal API 密钥"
"setting_vt_api_key_placeholder","Paste API key here…","zh","在此处粘贴 API 密钥…"
"setting_diagnostics_title","Diagnostics","zh","诊断"
"setting_installer_package_title","Installer Package","zh","安装程序包"
"backup_settings_title","Backup Settings","zh","备份设置"
"backup_output_path","Output Path","zh","输出路径"
"backup_filename_template","Filename Template","zh","文件名模板"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","zh","标签：{name}, {pkg}, {version}, {code}"
